No;date;season;PM_Taiyuanjie;PM_US Post;PM_Xiaoheyan;DEWP;HUMI;PRES;TEMP;cbwd;Iws;precipitation;Iprec
8468;19/12/2013 19:00;4;99;94;107;-14;84.99;1029;-12;NE;8;0;0
8469;19/12/2013 20:00;4;79;64;99;-14;78.44;1029;-11;NE;9;0;0
8470;19/12/2013 21:00;4;41;47;52;-13;85.11;1030;-11;NE;11;0;0
8471;19/12/2013 22:00;4;38;45;49;-13;78.61;1030;-10;NW;3;0;0
8472;19/12/2013 23:00;4;38;42;49;-13;78.61;1030;-10;NW;6;0;0
8473;20/12/2013 0:00;4;36;38;43;-13;78.61;1030;-10;NW;9;0;0
8474;20/12/2013 1:00;4;32;37;41;-13;78.61;1030;-10;NE;2;0;0
8475;20/12/2013 2:00;4;30;43;37;-13;78.61;1030;-10;NE;4;0;0
8476;20/12/2013 3:00;4;29;46;34;-12;85.23;1030;-10;NE;6;0;0
8477;20/12/2013 4:00;4;30;42;36;-12;85.23;1030;-10;NW;1;0;0
8478;20/12/2013 5:00;4;31;42;34;-12;85.23;1030;-10;NW;2;0;0
8479;20/12/2013 6:00;4;30;48;34;-12;85.23;1030;-10;NW;4;0;0
8480;20/12/2013 7:00;4;32;44;36;-12;85.23;1031;-10;NW;5;0;0
8481;20/12/2013 8:00;4;34;52;34;-12;85.23;1031;-10;NW;8;0;0
8482;20/12/2013 9:00;4;43;0;37;-12;78.77;1031;-9;NE;4;0;0
8483;20/12/2013 10:00;4;45;37;0;-12;78.77;1032;-9;NW;3;0;0
8484;20/12/2013 11:00;4;42;39;0;-12;78.77;1031;-9;NW;6;0;0
8485;20/12/2013 12:00;4;43;47;43;-12;72.85;1031;-8;NW;10;0;0
8486;20/12/2013 13:00;4;46;46;48;-12;72.85;1031;-8;NE;3;0;0
8487;20/12/2013 14:00;4;37;47;44;-11;78.94;1031;-8;NW;4;0;0
8488;20/12/2013 15:00;4;34;53;42;-11;78.94;1032;-8;NW;8;0;0
8489;20/12/2013 16:00;4;36;58;45;-11;78.94;1032;-8;NE;4;0;0
8490;20/12/2013 17:00;4;42;73;47;-12;78.77;1033;-9;NE;7;0;0
8491;20/12/2013 18:00;4;68;72;57;-13;78.61;1033;-10;NE;10;0;0
8492;20/12/2013 19:00;4;87;94;68;-13;85.11;1033;-11;NE;13;0;0
8493;20/12/2013 20:00;4;119;84;76;-13;78.61;1034;-10;NE;16;0;0
8494;20/12/2013 21:00;4;113;99;67;-13;78.61;1034;-10;NW;3;0;0
8495;20/12/2013 22:00;4;109;98;77;-13;85.11;1034;-11;NE;2;0;0
8496;20/12/2013 23:00;4;80;77;85;-15;84.87;1034;-13;NE;4;0;0
8497;21/12/2013 0:00;4;74;80;89;-17;84.62;1034;-15;cv;1;0;0
8498;21/12/2013 1:00;4;70;90;102;-17;84.62;1034;-15;SE;2;0;0
8499;21/12/2013 2:00;4;88;129;105;-18;84.49;1034;-16;SE;4;0;0
8500;21/12/2013 3:00;4;149;133;143;-20;84.23;1034;-18;SW;1;0;0
8501;21/12/2013 4:00;4;167;137;127;-20;84.23;1034;-18;SE;1;0;0
8502;21/12/2013 5:00;4;135;151;151;-20;84.23;1034;-18;SE;3;0;0
8503;21/12/2013 6:00;4;102;190;176;-20;84.23;1034;-18;SE;4;0;0
8504;21/12/2013 7:00;4;79;123;167;-19;84.36;1034;-17;SW;1;0;0
8505;21/12/2013 8:00;4;73;59;159;-18;84.49;1035;-16;SW;3;0;0
8506;21/12/2013 9:00;4;57;47;173;-17;84.62;1035;-15;SW;5;0;0
8507;21/12/2013 10:00;4;51;81;49;-15;84.87;1035;-13;cv;1;0;0
8508;21/12/2013 11:00;4;81;86;117;-13;85.11;1035;-11;cv;2;0;0
8509;21/12/2013 12:00;4;62;86;206;-12;85.23;1034;-10;cv;3;0;0
8510;21/12/2013 13:00;4;64;77;0;-12;72.85;1034;-8;SW;2;0;0
8511;21/12/2013 14:00;4;72;82;0;-13;67.19;1034;-8;SW;4;0;0
8512;21/12/2013 15:00;4;83;106;98;-14;61.92;1034;-8;cv;1;0;0
8513;21/12/2013 16:00;4;100;104;72;-15;61.65;1034;-9;SW;1;0;0
8514;21/12/2013 17:00;4;94;103;87;-15;72.23;1034;-11;cv;1;0;0
8515;21/12/2013 18:00;4;99;95;95;-16;72.02;1034;-12;SE;2;0;0
8516;21/12/2013 19:00;4;117;120;112;-17;71.81;1035;-13;NE;2;0;0
8517;21/12/2013 20:00;4;118;130;154;-16;78.1;1034;-13;NE;4;0;0
8518;21/12/2013 21:00;4;118;110;154;-18;71.6;1034;-14;NE;6;0;0
8519;21/12/2013 22:00;4;101;106;167;-19;77.57;1034;-16;NE;8;0;0
8520;21/12/2013 23:00;4;92;111;124;-18;84.49;1034;-16;NE;9;0;0
8521;22/12/2013 0:00;4;113;181;103;-19;77.57;1034;-16;NE;11;0;0
8522;22/12/2013 1:00;4;116;211;179;-21;77.21;1034;-18;NE;13;0;0
8523;22/12/2013 2:00;4;223;215;199;-20;77.39;1034;-17;NE;16;0;0
8524;22/12/2013 3:00;4;185;245;161;-20;84.23;1034;-18;NE;19;0;0
8525;22/12/2013 4:00;4;235;315;224;-20;84.23;1034;-18;NE;21;0;0
8526;22/12/2013 5:00;4;349;327;258;-20;84.23;1034;-18;NE;23;0;0
8527;22/12/2013 6:00;4;392;332;274;-21;77.21;1034;-18;NE;25;0;0
8528;22/12/2013 7:00;4;375;375;365;-20;84.23;1034;-18;NE;28;0;0
8529;22/12/2013 8:00;4;378;311;265;-20;84.23;1034;-18;NE;30;0;0
8530;22/12/2013 9:00;4;379;281;295;-18;84.49;1034;-16;NE;33;0;0
8531;22/12/2013 10:00;4;363;299;279;-16;78.1;1034;-13;NE;34;0;0
8532;22/12/2013 11:00;4;333;291;298;-15;72.23;1033;-11;cv;1;0;0
8533;22/12/2013 12:00;4;342;310;313;-13;72.65;1032;-9;cv;2;0;0
8534;22/12/2013 13:00;4;318;332;330;-13;62.18;1032;-7;cv;3;0;0
8535;22/12/2013 14:00;4;343;314;212;-14;57.3;1031;-7;NW;2;0;0
8536;22/12/2013 15:00;4;401;251;209;-14;57.3;1030;-7;NE;2;0;0
8537;22/12/2013 16:00;4;326;256;210;-14;57.3;1031;-7;NW;2;0;0
8538;22/12/2013 17:00;4;344;274;208;-14;61.92;1031;-8;NW;3;0;0
8539;22/12/2013 18:00;4;344;213;175;-14;72.44;1030;-10;cv;1;0;0
8540;22/12/2013 19:00;4;293;224;170;-16;78.1;1031;-13;SE;1;0;0
8541;22/12/2013 20:00;4;239;170;240;-16;72.02;1030;-12;SE;2;0;0
8542;22/12/2013 21:00;4;192;194;336;-15;84.87;1031;-13;cv;0;0;0
8543;22/12/2013 22:00;4;205;306;410;-15;84.87;1031;-13;SE;2;0;0
8544;22/12/2013 23:00;4;257;335;458;-16;84.74;1031;-14;SE;3;0;0
8545;23/12/2013 0:00;4;426;259;353;-17;84.62;1031;-15;SE;4;0;0
8546;23/12/2013 1:00;4;427;341;369;-18;84.49;1031;-16;cv;0;0;0
8547;23/12/2013 2:00;4;384;464;433;-16;84.74;1030;-14;SE;2;0;0
8548;23/12/2013 3:00;4;606;354;469;-18;84.49;1030;-16;SE;3;0;0
8549;23/12/2013 4:00;4;541;439;592;-18;84.49;1031;-16;NE;2;0;0
8550;23/12/2013 5:00;4;486;535;450;-19;77.57;1030;-16;NE;3;0;0
8551;23/12/2013 6:00;4;496;583;494;-19;77.57;1031;-16;NE;6;0;0
8552;23/12/2013 7:00;4;511;436;314;-18;84.49;1031;-16;NE;9;0;0
8553;23/12/2013 8:00;4;492;391;202;-18;84.49;1032;-16;NE;12;0;0
8554;23/12/2013 9:00;4;388;351;238;-15;84.87;1032;-13;NE;14;0;0
8555;23/12/2013 10:00;4;346;364;309;-13;85.11;1032;-11;NE;16;0;0
8556;23/12/2013 11:00;4;323;344;337;-11;78.94;1032;-8;cv;1;0;0
8557;23/12/2013 12:00;4;323;280;337;-11;67.65;1032;-6;NW;3;0;0
8558;23/12/2013 13:00;4;383;321;225;-11;62.69;1031;-5;NE;2;0;0
8559;23/12/2013 14:00;4;351;189;211;-11;58.13;1031;-4;NW;2;0;0
8560;23/12/2013 15:00;4;206;198;189;-12;53.65;1032;-4;NW;4;0;0
8561;23/12/2013 16:00;4;251;231;235;-13;57.58;1032;-6;NW;7;0;0
8562;23/12/2013 17:00;4;274;130;187;-14;57.3;1033;-7;NW;11;0;0
8563;23/12/2013 18:00;4;163;183;145;-15;61.65;1033;-9;NW;15;0;0
8564;23/12/2013 19:00;4;201;185;236;-15;61.65;1034;-9;NE;4;0;0
8565;23/12/2013 20:00;4;221;208;247;-15;66.71;1034;-10;NE;8;0;0
8566;23/12/2013 21:00;4;226;212;243;-16;66.47;1034;-11;NE;10;0;0
8567;23/12/2013 22:00;4;210;185;230;-16;72.02;1035;-12;cv;1;0;0
8568;23/12/2013 23:00;4;205;189;211;-16;72.02;1035;-12;NE;2;0;0
8569;24/12/2013 0:00;4;242;213;204;-16;78.1;1035;-13;NE;5;0;0
8570;24/12/2013 1:00;4;278;232;237;-17;71.81;1035;-13;NE;7;0;0
8571;24/12/2013 2:00;4;284;231;254;-17;84.62;1035;-15;NE;8;0;0
8572;24/12/2013 3:00;4;284;246;261;-18;77.75;1035;-15;NE;11;0;0
8573;24/12/2013 4:00;4;277;271;263;-18;77.75;1035;-15;NE;12;0;0
8574;24/12/2013 5:00;4;286;271;270;-20;77.39;1035;-17;NE;13;0;0
8575;24/12/2013 6:00;4;319;327;320;-19;77.57;1035;-16;NE;15;0;0
8576;24/12/2013 7:00;4;344;383;353;-19;77.57;1036;-16;NE;18;0;0
8577;24/12/2013 8:00;4;375;267;396;-18;77.75;1035;-15;NE;22;0;0
8578;24/12/2013 9:00;4;273;212;299;-15;78.27;1036;-12;NE;26;0;0
8579;24/12/2013 10:00;4;176;168;252;-14;72.44;1035;-10;NE;30;0;0
8580;24/12/2013 11:00;4;125;144;168;-13;67.19;1035;-8;NE;33;0;0
8581;24/12/2013 12:00;4;220;223;126;-13;57.58;1034;-6;NE;36;0;0
8582;24/12/2013 13:00;4;229;216;0;-13;53.36;1033;-5;NE;38;0;0
8583;24/12/2013 14:00;4;202;179;223;-13;49.48;1032;-4;NE;40;0;0
8584;24/12/2013 15:00;4;144;183;178;-13;45.91;1032;-3;cv;1;0;0
8585;24/12/2013 16:00;4;150;209;170;-14;45.6;1031;-4;cv;2;0;0
8586;24/12/2013 17:00;4;156;199;198;-14;57.3;1031;-7;cv;3;0;0
8587;24/12/2013 18:00;4;169;224;246;-14;61.92;1031;-8;SW;2;0;0
8588;24/12/2013 19:00;4;206;282;284;-14;66.95;1031;-9;cv;1;0;0
8589;24/12/2013 20:00;4;253;278;316;-14;78.44;1031;-11;SE;2;0;0
8590;24/12/2013 21:00;4;241;297;399;-15;78.27;1030;-12;SE;3;0;0
8591;24/12/2013 22:00;4;351;312;391;-13;85.11;1029;-11;SE;6;0;0
8592;24/12/2013 23:00;4;355;307;412;-16;78.1;1030;-13;cv;0;0;0
8593;25/12/2013 0:00;4;381;307;456;-15;84.87;1029;-13;SE;1;0;0
8594;25/12/2013 1:00;4;404;320;425;-16;84.74;1029;-14;SE;2;0;0
8595;25/12/2013 2:00;4;388;289;331;-16;78.1;1028;-13;SE;4;0;0
8596;25/12/2013 3:00;4;313;265;266;-16;84.74;1028;-14;cv;0;0;0
8597;25/12/2013 4:00;4;321;269;245;-14;78.44;1027;-11;SE;1;0;0
8598;25/12/2013 5:00;4;305;308;321;-13;78.61;1026;-10;SE;5;0;0
8599;25/12/2013 6:00;4;282;348;324;-14;72.44;1026;-10;SE;8;0;0
8600;25/12/2013 7:00;4;288;316;290;-14;78.44;1026;-11;NE;3;0;0
8601;25/12/2013 8:00;4;277;335;415;-12;67.42;1026;-7;SE;2;0;0
8602;25/12/2013 9:00;4;292;244;247;-11;62.69;1026;-5;SE;5;0;0
8603;25/12/2013 10:00;4;217;280;252;-8;63.45;1026;-2;SE;7;0;0
8604;25/12/2013 11:00;4;266;247;273;-7;63.69;1024;-1;SW;3;0;0
8605;25/12/2013 12:00;4;249;155;239;-6;63.94;1024;0;SW;6;0;0
8606;25/12/2013 13:00;4;152;105;200;-6;63.94;1023;0;SW;9;0;0
8607;25/12/2013 14:00;4;135;118;118;-5;69;1022;0;SW;12;0;0
8608;25/12/2013 15:00;4;166;182;131;-4;69.21;1022;1;SW;14;0;0
8609;25/12/2013 16:00;4;233;192;171;-4;74.41;1022;0;SW;16;0;0
8610;25/12/2013 17:00;4;261;274;207;-4;80.04;1023;-1;SW;17;0;0
8611;25/12/2013 18:00;4;348;270;274;-4;80.04;1023;-1;NW;4;0;0
8612;25/12/2013 19:00;4;332;256;299;-6;79.73;1024;-3;NW;8;0;0
8613;25/12/2013 20:00;4;317;271;308;-6;79.73;1024;-3;NE;2;0;0
8614;25/12/2013 21:00;4;336;222;364;-7;85.82;1025;-5;NW;3;0;0
8615;25/12/2013 22:00;4;189;74;310;-7;85.82;1025;-5;NW;7;0.1;0.1
8616;25/12/2013 23:00;4;76;63;135;-8;85.7;1025;-6;NE;5;0;0
8617;26/12/2013 0:00;4;59;60;74;-11;73.05;1026;-7;NW;6;0;0
8618;26/12/2013 1:00;4;59;69;67;-12;72.85;1026;-8;NE;4;0;0
8619;26/12/2013 2:00;4;69;88;71;-12;72.85;1027;-8;NW;4;0;0
8620;26/12/2013 3:00;4;85;91;89;-13;72.65;1027;-9;NW;11;0;0
8621;26/12/2013 4:00;4;83;95;98;-13;78.61;1027;-10;NW;14;0.1;0.1
8622;26/12/2013 5:00;4;81;58;86;-13;78.61;1027;-10;NW;17;0;0
8623;26/12/2013 6:00;4;51;35;52;-14;72.44;1028;-10;NW;21;0;0
8624;26/12/2013 7:00;4;23;38;45;-15;72.23;1028;-11;NW;26;0;0
8625;26/12/2013 8:00;4;28;32;37;-14;78.44;1029;-11;NW;29;0;0
8626;26/12/2013 9:00;4;23;33;33;-15;72.23;1029;-11;NW;34;0;0
8627;26/12/2013 10:00;4;22;31;32;-15;66.71;1029;-10;NW;39;0;0
8628;26/12/2013 11:00;4;26;25;29;-16;66.47;1029;-11;NW;45;0;0
8629;26/12/2013 12:00;4;23;30;27;-15;66.71;1028;-10;NW;50;0;0
8630;26/12/2013 13:00;4;22;25;24;-14;72.44;1028;-10;NW;53;0;0
8631;26/12/2013 14:00;4;16;20;23;-13;78.61;1027;-10;NW;57;0;0
8632;26/12/2013 15:00;4;14;20;19;-15;61.65;1028;-9;NW;61;0;0
8633;26/12/2013 16:00;4;14;30;18;-18;47.93;1029;-9;NW;67;0;0
8634;26/12/2013 17:00;4;19;41;23;-18;51.87;1029;-10;NE;3;0;0
8635;26/12/2013 18:00;4;26;37;33;-18;60.85;1030;-12;NE;5;0;0
8636;26/12/2013 19:00;4;37;40;33;-19;65.73;1031;-14;cv;0;0;0
8637;26/12/2013 20:00;4;35;41;31;-19;77.57;1031;-16;SE;2;0;0
8638;26/12/2013 21:00;4;38;75;44;-20;77.39;1030;-17;SE;3;0;0
8639;26/12/2013 22:00;4;61;65;74;-20;77.39;1030;-17;SE;4;0;0
8640;26/12/2013 23:00;4;58;66;89;-22;77.02;1030;-19;SE;5;0;0
8641;27/12/2013 0:00;4;52;109;0;-22;83.96;1030;-20;SE;7;0;0
8642;27/12/2013 1:00;4;62;108;0;-23;76.84;1030;-20;SE;8;0;0
8643;27/12/2013 2:00;4;93;132;0;-23;83.82;1030;-21;SE;9;0;0
8644;27/12/2013 3:00;4;95;149;162;-23;83.82;1030;-21;SE;11;0;0
8645;27/12/2013 4:00;4;0;179;133;-24;76.65;1029;-21;SE;12;0;0
8646;27/12/2013 5:00;4;0;167;102;-24;76.65;1029;-21;SE;13;0;0
8647;27/12/2013 6:00;4;0;140;92;-25;76.46;1029;-22;SE;14;0;0
8648;27/12/2013 7:00;4;174;130;132;-26;76.26;1029;-23;cv;0;0;0
8649;27/12/2013 8:00;4;207;184;187;-24;76.65;1030;-21;cv;1;0;0
8650;27/12/2013 9:00;4;193;275;305;-20;84.23;1030;-18;cv;1;0;0
8651;27/12/2013 10:00;4;216;202;356;-18;71.6;1030;-14;SW;2;0;0
8652;27/12/2013 11:00;4;319;218;230;-17;71.81;1029;-13;SW;4;0;0
8653;27/12/2013 12:00;4;0;206;177;-16;66.47;1028;-11;SW;6;0;0
8654;27/12/2013 13:00;4;93;191;196;-15;66.71;1027;-10;SW;9;0;0
8655;27/12/2013 14:00;4;74;43;99;-16;56.74;1026;-9;SW;12;0;0
8656;27/12/2013 15:00;4;28;40;33;-16;56.74;1026;-9;SW;14;0;0
8657;27/12/2013 16:00;4;25;96;73;-17;61.12;1026;-11;SE;2;0;0
8658;27/12/2013 17:00;4;33;137;157;-18;60.85;1026;-12;SE;4;0;0
8659;27/12/2013 18:00;4;156;110;139;-18;65.98;1026;-13;SE;6;0;0
8660;27/12/2013 19:00;4;123;102;131;-18;65.98;1026;-13;SE;8;0;0
8661;27/12/2013 20:00;4;114;97;140;-21;65.23;1026;-16;SE;9;0;0
8662;27/12/2013 21:00;4;102;74;94;-20;77.39;1026;-17;SE;11;0;0
8663;27/12/2013 22:00;4;0;64;0;-19;71.38;1025;-15;SE;14;0;0
8664;27/12/2013 23:00;4;77;125;238;-20;71.16;1025;-16;SE;17;0;0
8665;28/12/2013 0:00;4;75;210;248;-21;77.21;1025;-18;cv;1;0;0
8666;28/12/2013 1:00;4;67;211;0;-20;77.39;1025;-17;SE;1;0;0
8667;28/12/2013 2:00;4;237;219;0;-20;77.39;1025;-17;SE;3;0;0
8668;28/12/2013 3:00;4;272;341;0;-23;76.84;1024;-20;NE;1;0;0
8669;28/12/2013 4:00;4;365;425;0;-20;84.23;1024;-18;SE;2;0;0
8670;28/12/2013 5:00;4;0;460;0;-22;77.02;1023;-19;cv;1;0;0
8671;28/12/2013 6:00;4;0;373;371;-21;84.09;1024;-19;NE;2;0;0
8672;28/12/2013 7:00;4;441;398;298;-24;76.65;1024;-21;cv;0;0;0
8673;28/12/2013 8:00;4;378;423;350;-22;77.02;1024;-19;cv;1;0;0
8674;28/12/2013 9:00;4;441;422;430;-20;77.39;1024;-17;cv;2;0;0
8675;28/12/2013 10:00;4;511;321;444;-19;71.38;1024;-15;SW;2;0;0
8676;28/12/2013 11:00;4;0;247;326;-17;71.81;1024;-13;SW;5;0;0
8677;28/12/2013 12:00;4;0;227;0;-16;72.02;1023;-12;SW;7;0;0
8678;28/12/2013 13:00;4;226;180;242;-15;66.71;1023;-10;SW;10;0;0
8679;28/12/2013 14:00;4;0;56;0;-16;56.74;1022;-9;SW;14;0;0
8680;28/12/2013 15:00;4;62;65;145;-17;52.17;1022;-9;SW;17;0;0
8681;28/12/2013 16:00;4;41;56;74;-17;56.45;1022;-10;SW;19;0;0
8682;28/12/2013 17:00;4;55;74;62;-18;60.85;1021;-12;SE;2;0;0
8683;28/12/2013 18:00;4;73;94;69;-19;60.58;1021;-13;SE;4;0;0
8684;28/12/2013 19:00;4;80;99;79;-19;60.58;1021;-13;SE;6;0;0
8685;28/12/2013 20:00;4;95;90;89;-20;65.48;1021;-15;SE;8;0;0
8686;28/12/2013 21:00;4;91;81;71;-22;70.71;1021;-18;SE;9;0;0
8687;28/12/2013 22:00;4;121;86;68;-22;70.71;1020;-18;SW;2;0;0
8688;28/12/2013 23:00;4;113;74;73;-19;71.38;1020;-15;SE;3;0;0
8689;29/12/2013 0:00;4;80;65;79;-20;60.3;1019;-14;SE;5;0;0
8690;29/12/2013 1:00;4;64;100;105;-21;60.02;1019;-15;SE;6;0;0
8691;29/12/2013 2:00;4;62;150;150;-22;64.97;1018;-17;SE;8;0;0
8692;29/12/2013 3:00;4;102;188;209;-21;70.94;1018;-17;cv;1;0;0
8693;29/12/2013 4:00;4;105;216;207;-22;70.71;1018;-18;cv;2;0;0
8694;29/12/2013 5:00;4;101;195;224;-19;71.38;1017;-15;SE;2;0;0
8695;29/12/2013 6:00;4;107;224;258;-21;70.94;1017;-17;SE;4;0;0
8696;29/12/2013 7:00;4;92;150;249;-18;77.75;1017;-15;SE;7;0;0
8697;29/12/2013 8:00;4;81;153;246;-17;71.81;1016;-13;SE;9;0;0
8698;29/12/2013 9:00;4;87;163;0;-16;61.39;1016;-10;SE;12;0;0
8699;29/12/2013 10:00;4;98;94;245;-15;48.87;1016;-6;SE;15;0;0
8700;29/12/2013 11:00;4;115;62;145;-14;45.6;1015;-4;SW;4;0;0
8701;29/12/2013 12:00;4;78;53;58;-13;45.91;1014;-3;SW;9;0;0
8702;29/12/2013 13:00;4;65;46;52;-12;42.94;1013;-1;SW;13;0;0
8703;29/12/2013 14:00;4;49;43;41;-11;46.53;1013;-1;SW;17;0;0
8704;29/12/2013 15:00;4;57;46;41;-10;46.84;1012;0;SW;22;0;0
8705;29/12/2013 16:00;4;65;54;45;-11;50.08;1013;-2;SW;26;0;0
8706;29/12/2013 17:00;4;68;66;53;-11;58.13;1013;-4;SW;28;0;0
8707;29/12/2013 18:00;4;86;63;57;-11;58.13;1013;-4;SW;31;0;0
8708;29/12/2013 19:00;4;93;60;66;-12;57.86;1013;-5;SW;34;0;0
8709;29/12/2013 20:00;4;86;77;74;-12;62.44;1014;-6;SE;2;0;0
8710;29/12/2013 21:00;4;91;61;76;-13;53.36;1013;-5;SE;5;0;0
8711;29/12/2013 22:00;4;76;50;69;-13;62.18;1014;-7;SE;8;0;0
8712;29/12/2013 23:00;4;62;58;72;-14;57.3;1013;-7;SE;10;0;0
8713;30/12/2013 0:00;4;58;76;80;-16;66.47;1014;-11;cv;1;0;0
8714;30/12/2013 1:00;4;60;88;83;-17;71.81;1013;-13;cv;2;0;0
8715;30/12/2013 2:00;4;80;103;116;-17;71.81;1013;-13;SE;1;0;0
8716;30/12/2013 3:00;4;97;122;144;-17;71.81;1013;-13;cv;0;0;0
8717;30/12/2013 4:00;4;81;147;0;-16;78.1;1012;-13;SE;2;0;0
8718;30/12/2013 5:00;4;92;131;0;-16;84.74;1012;-14;SE;3;0;0
8719;30/12/2013 6:00;4;97;87;0;-17;84.62;1012;-15;SE;4;0;0
8720;30/12/2013 7:00;4;124;97;188;-18;77.75;1012;-15;cv;1;0;0
8721;30/12/2013 8:00;4;146;106;227;-15;84.87;1012;-13;SE;2;0;0
8722;30/12/2013 9:00;4;132;111;266;-12;78.77;1012;-9;cv;1;0;0
8723;30/12/2013 10:00;4;149;132;296;-10;67.88;1012;-5;SW;2;0;0
8724;30/12/2013 11:00;4;174;145;241;-10;50.38;1012;-1;SW;4;0;0
8725;30/12/2013 12:00;4;173;125;127;-10;46.84;1011;0;SW;7;0;0
8726;30/12/2013 13:00;4;140;62;109;-12;37.13;1010;1;SW;10;0;0
8727;30/12/2013 14:00;4;94;74;75;-12;37.13;1011;1;SW;13;0;0
8728;30/12/2013 15:00;4;94;101;75;-11;40.24;1011;1;SW;15;0;0
8729;30/12/2013 16:00;4;81;102;78;-10;46.84;1011;0;SW;17;0;0
8730;30/12/2013 17:00;4;117;109;90;-10;54.23;1012;-2;SW;19;0;0
8731;30/12/2013 18:00;4;129;116;100;-11;58.13;1012;-4;SW;22;0;0
8732;30/12/2013 19:00;4;169;149;118;-12;62.44;1012;-6;SW;23;0;0
8733;30/12/2013 20:00;4;190;140;147;-12;62.44;1012;-6;SW;26;0;0
8734;30/12/2013 21:00;4;187;144;147;-12;57.86;1012;-5;SW;29;0;0
8735;30/12/2013 22:00;4;184;137;150;-13;57.58;1012;-6;SE;2;0;0
8736;30/12/2013 23:00;4;186;103;137;-13;57.58;1011;-6;SW;3;0;0
8737;31/12/2013 0:00;4;136;88;95;-13;57.58;1011;-6;SW;6;0;0
8738;31/12/2013 1:00;4;98;61;69;-13;57.58;1010;-6;SE;3;0;0
8739;31/12/2013 2:00;4;71;54;60;-13;57.58;1009;-6;SE;5;0;0
8740;31/12/2013 3:00;4;55;53;52;-13;57.58;1008;-6;SE;8;0;0
8741;31/12/2013 4:00;4;45;38;45;-13;49.48;1007;-4;SE;11;0;0
8742;31/12/2013 5:00;4;41;39;43;-13;45.91;1006;-3;SW;4;0;0
8743;31/12/2013 6:00;4;47;39;38;-13;45.91;1005;-3;SW;7;0;0
8744;31/12/2013 7:00;4;40;46;36;-13;45.91;1005;-3;SW;11;0;0
8745;31/12/2013 8:00;4;56;0;41;-11;46.53;1005;-1;SW;16;0;0
8746;31/12/2013 9:00;4;84;71;60;-7;59.21;1006;0;SW;19;0;0
8747;31/12/2013 10:00;4;110;84;75;-6;59.48;1006;1;SW;25;0;0
8748;31/12/2013 11:00;4;119;90;79;-7;51.27;1005;2;SW;31;0;0
8749;31/12/2013 12:00;4;102;53;78;-10;37.77;1004;3;SW;37;0;0
8750;31/12/2013 13:00;4;63;52;49;-12;32.19;1004;3;SW;44;0;0
8751;31/12/2013 14:00;4;55;45;45;-12;32.19;1004;3;SW;51;0;0
8752;31/12/2013 15:00;4;33;27;32;-12;32.19;1005;3;NW;3;0;0
8753;31/12/2013 16:00;4;23;52;29;-14;27.36;1006;3;SW;5;0;0
8754;31/12/2013 17:00;4;30;52;31;-19;20.75;1008;1;NW;8;0;0
8755;31/12/2013 18:00;4;41;68;31;-17;28.44;1008;-1;NW;12;0;0
8756;31/12/2013 19:00;4;89;67;41;-18;28.13;1008;-2;SW;2;0;0
8757;31/12/2013 20:00;4;85;72;51;-17;35.53;1009;-4;SW;5;0;0
8758;31/12/2013 21:00;4;74;35;51;-16;33.29;1010;-2;SW;9;0;0
8759;31/12/2013 22:00;4;33;21;32;-16;35.86;1010;-3;SW;13;0;0
8760;31/12/2013 23:00;4;30;13;30;-16;35.86;1011;-3;SW;17;0;0
8761;1/1/2014 0:00;4;22;16;30;-15;41.99;1011;-4;SW;21;0;0
8762;1/1/2014 1:00;4;22;18;24;-16;41.67;1011;-5;SW;24;0;0
8763;1/1/2014 2:00;4;23;28;26;-16;48.56;1011;-7;SW;26;0;0
8764;1/1/2014 3:00;4;50;31;32;-16;52.47;1010;-8;SW;28;0;0
8765;1/1/2014 4:00;4;42;21;34;-15;57.02;1010;-8;SW;30;0;0
8766;1/1/2014 5:00;4;32;31;35;-16;56.74;1009;-9;SW;31;0;0
8767;1/1/2014 6:00;4;36;31;35;-15;52.77;1009;-7;SE;3;0;0
8768;1/1/2014 7:00;4;38;36;46;-14;57.3;1009;-7;SE;5;0;0
8769;1/1/2014 8:00;4;62;40;43;-14;53.07;1010;-6;SE;7;0;0
8770;1/1/2014 9:00;4;90;72;45;-12;57.86;1010;-5;SE;8;0;0
8771;1/1/2014 10:00;4;97;78;53;-12;46.22;1011;-2;cv;1;0;0
8772;1/1/2014 11:00;4;0;104;65;-14;31.56;1010;1;SW;2;0;0
8773;1/1/2014 12:00;4;36;33;44;-15;27.05;1010;2;SW;7;0;0
8774;1/1/2014 13:00;4;36;14;44;-14;29.38;1011;2;NW;6;0;0
8775;1/1/2014 14:00;4;16;27;23;-15;27.05;1012;2;NW;12;0;0
8776;1/1/2014 15:00;4;15;19;20;-16;26.75;1013;1;NW;18;0;0
8777;1/1/2014 16:00;4;15;31;21;-17;26.44;1014;0;NW;25;0;0
8778;1/1/2014 17:00;4;22;28;26;-16;30.93;1016;-1;NW;30;0;0
8779;1/1/2014 18:00;4;24;28;29;-19;25.82;1017;-2;NW;34;0;0
8780;1/1/2014 19:00;4;24;33;30;-19;27.81;1018;-3;NW;39;0;0
8781;1/1/2014 20:00;4;25;32;28;-20;25.51;1019;-3;NW;43;0;0
8782;1/1/2014 21:00;4;27;32;30;-20;29.65;1020;-5;NW;45;0;0
8783;1/1/2014 22:00;4;30;24;32;-20;32;1020;-6;NW;49;0;0
